_id,keywords_en,keyword_hash,image_url,categories,tags
2422,sister,daffd55e,https://static.arasaac.org/pictograms/2422/2422_500.png,family|core vocabulary-living being,person|family|core vocabulary
2423,brother,e511e2a4,https://static.arasaac.org/pictograms/2423/2423_500.png,family,person|family
2424,hippopotamus|hippo,86566929,https://static.arasaac.org/pictograms/2424/2424_500.png,herbivorous|mammal|viviparous|river animal|terrestrial animal|wild animal,animal|herbivorous|vertebrate|mammal|viviparous|aquatic animal|freshwater animal|river|terrestrial animal|wild
2425,ant,63b07e82,https://static.arasaac.org/pictograms/2425/2425_500.png,omnivorous|insect|oviparous|terrestrial animal,animal|omnivorous|invertebrate|arthropod|insect|oviparous|terrestrial animal
2426,oven,2eb68694,https://static.arasaac.org/pictograms/2426/2426_500.png,electrical appliance,object|appliance|electrical appliance|home
2427,egg,0e931208,https://static.arasaac.org/pictograms/2427/2427_500.png,egg product|core vocabulary-feeding,feeding|food|animal-based food|egg product|core vocabulary
2428,fried egg,a45d01a1,https://static.arasaac.org/pictograms/2428/2428_500.png,gastronomy,feeding|food|gastronomy
2429,infusion,231bb97f,https://static.arasaac.org/pictograms/2429/2429_500.png,beverage,feeding|food|beverage
2430,toilet|lavatory|toilette,0ab50967,https://static.arasaac.org/pictograms/2430/2430_500.png,building facility|construction|residential building,place|building|building facility|work|secondary sector|construction|home
2431,switch| electric switch,2175ee0b,https://static.arasaac.org/pictograms/2431/2431_500.png,building facility|construction,place|building|building facility|work|secondary sector|construction
2432,go,34d1f91f,https://static.arasaac.org/pictograms/2432/2432_500.png,verb,communication|language|verb
2433,ham,79af0c17,https://static.arasaac.org/pictograms/2433/2433_500.png,cold meat|core vocabulary-feeding,feeding|food|processed food|cold meat|core vocabulary
2434,garden,e2704f30,https://static.arasaac.org/pictograms/2434/2434_500.png,urban area|gardening,place|urban area|work|primary sector|gardening
2435,jug|pitcher,156fc674,https://static.arasaac.org/pictograms/2435/2435_500.png,crockery|beverage|container,object|household|crockery|home|feeding|food|beverage|container
2436,jersey|sweater|jumper,232453d1,https://static.arasaac.org/pictograms/2436/2436_500.png,clothes|core vocabulary-object,object|fashion|clothes|core vocabulary
2437,giraffe,6975a7ef,https://static.arasaac.org/pictograms/2437/2437_500.png,herbivorous|mammal|viviparous|terrestrial animal|wild animal|core vocabulary-living being,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|core vocabulary
2438,green beans,8048b5e5,https://static.arasaac.org/pictograms/2438/2438_500.png,vegetable|core vocabulary-feeding,feeding|food|plant-based food|vegetable|core vocabulary
2439,play,a3b34c08,https://static.arasaac.org/pictograms/2439/2439_500.png,verb|traditional game,communication|language|verb|leisure|sport|traditional game
2440,pencil,a8f6830b,https://static.arasaac.org/pictograms/2440/2440_500.png,educational material|core vocabulary-education,education|educational material|core vocabulary
2441,washbasin|washbowl|lavatory,496decc9,https://static.arasaac.org/pictograms/2441/2441_500.png,building facility|construction|residential building,place|building|building facility|work|secondary sector|construction|home
2442,washing machine| washer,e1431278,https://static.arasaac.org/pictograms/2442/2442_500.png,electrical appliance,object|appliance|electrical appliance|home
2443,lather the hands|soap the hands|handwashing,b03a942c,https://static.arasaac.org/pictograms/2443/2443_500.png,verb|corporal hygiene|hygiene product|routine,communication|language|verb|human body|hygiene|corporal hygiene|object|hygiene product|person|routine
2444,dishwasher,a1515828,https://static.arasaac.org/pictograms/2444/2444_500.png,electrical appliance,object|appliance|electrical appliance|home
2445,milk|cows' milk|pasteurized milk|whole milk,bea055ba,https://static.arasaac.org/pictograms/2445/2445_500.png,beverage|dairy product|core vocabulary-feeding,feeding|food|beverage|animal-based food|dairy product|core vocabulary
2446,lettuce,8cbd1914,https://static.arasaac.org/pictograms/2446/2446_500.png,vegetable,feeding|food|plant-based food|vegetable
2447,reading,eceadc1d,https://static.arasaac.org/pictograms/2447/2447_500.png,educational task,education|educational task
2448,lentils,3afbc2e8,https://static.arasaac.org/pictograms/2448/2448_500.png,gastronomy|core vocabulary-feeding,feeding|food|gastronomy|core vocabulary
2449,lion,6b42d00c,https://static.arasaac.org/pictograms/2449/2449_500.png,carnivorous|mammal|viviparous|terrestrial animal|wild animal,animal|carnivorous|vertebrate|mammal|viviparous|terrestrial animal|wild
2450,book,821f0328,https://static.arasaac.org/pictograms/2450/2450_500.png,educational material|library science|literature,education|educational material|library science|literature
2451,keys,14f802e1,https://static.arasaac.org/pictograms/2451/2451_500.png,residential building|object,place|building|home|object
2454,speech therapist,6113b735,https://static.arasaac.org/pictograms/2454/2454_500.png,professional|speech therapy,work|professional|speech therapy
2455,macaroni,38f17723,https://static.arasaac.org/pictograms/2455/2455_500.png,gastronomy|core vocabulary-feeding,feeding|food|gastronomy|core vocabulary
2456,teacher|professor|schoolteacher,f2234dbc,https://static.arasaac.org/pictograms/2456/2456_500.png,educational staff|education professionals,education|professional|work
2457,teacher|professor|schoolteacher,f2234dbc,https://static.arasaac.org/pictograms/2457/2457_500.png,educational staff|education professionals,education|professional|work
2458,mum|mom|mommy|mother,7c6edbcc,https://static.arasaac.org/pictograms/2458/2458_500.png,family|core vocabulary-living being,person|family|core vocabulary
2459,blanket,b24f10fa,https://static.arasaac.org/pictograms/2459/2459_500.png,trousseau|core vocabulary-object,object|household|trousseau|home|core vocabulary
2460,tablecloth,ccbc536f,https://static.arasaac.org/pictograms/2460/2460_500.png,trousseau,object|household|trousseau|home
2461,butter,d74fdde2,https://static.arasaac.org/pictograms/2461/2461_500.png,dairy product|core vocabulary-feeding,feeding|food|animal-based food|dairy product|core vocabulary
2462,apple,1f3870be,https://static.arasaac.org/pictograms/2462/2462_500.png,fruit|core vocabulary-feeding,feeding|food|plant-based food|fruit|core vocabulary
2463,maracas,44b00800,https://static.arasaac.org/pictograms/2463/2463_500.png,percussion instrument|core vocabulary-knowledge,music|musical instrument|percussion instrument|core vocabulary
2464,dizzy|woozy|giddy,9e6902d3,https://static.arasaac.org/pictograms/2464/2464_500.png,qualifying adjective|symptom|body sensation,communication|language|adjective|qualifying adjective|health|medicine|symptom|human body|body sensation
2465,butterfly,9fd8301a,https://static.arasaac.org/pictograms/2465/2465_500.png,herbivorous|insect|oviparous|flying animal|wild animal,animal|herbivorous|invertebrate|arthropod|insect|oviparous|flying animal|wild
2466,tights,58a02d1c,https://static.arasaac.org/pictograms/2466/2466_500.png,accessories|core vocabulary-object,object|fashion|accessories|core vocabulary
2467,doctor,f9f16d97,https://static.arasaac.org/pictograms/2467/2467_500.png,health personnel|sanitary professional|covid-19,health|medicine|professional|work|covid-19
2468,peach,889560d9,https://static.arasaac.org/pictograms/2468/2468_500.png,fruit,feeding|food|plant-based food|fruit
2469,melon,3a2cf274,https://static.arasaac.org/pictograms/2469/2469_500.png,fruit|core vocabulary-feeding,feeding|food|plant-based food|fruit|core vocabulary
2470,jam|strawberry jam,dfa0d79a,https://static.arasaac.org/pictograms/2470/2470_500.png,ultra-processed food,feeding|food|ultra-processed food
2471,ping pong table|table-tennis table,5c5ed6b6,https://static.arasaac.org/pictograms/2471/2471_500.png,sport material,leisure|sport|sport material
2472,metro|underground train|subway|tube,c277fd29,https://static.arasaac.org/pictograms/2472/2472_500.png,land transport,movement|traffic|mode of transport|land transport
2473,microwave,6cfaeb6c,https://static.arasaac.org/pictograms/2473/2473_500.png,electrical appliance|cookery,object|appliance|electrical appliance|home|feeding|cookery
2474,see|look|look at|watch|observe,5f016df1,https://static.arasaac.org/pictograms/2474/2474_500.png,verb|senses,communication|language|verb|human body|physiology|human physiology|senses
2475,rucksack|backpack,51e3843c,https://static.arasaac.org/pictograms/2475/2475_500.png,accessories|core vocabulary-object,object|fashion|accessories|core vocabulary
2476,caregiver|childminder|assistant|helper,37e54c59,https://static.arasaac.org/pictograms/2476/2476_500.png,educational staff|education professionals|special education,education|professional|work|special education
2477,monkey,d0763eda,https://static.arasaac.org/pictograms/2477/2477_500.png,omnivorous|mammal|viviparous|terrestrial animal|wild animal|core vocabulary-living being,animal|omnivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|core vocabulary
2478,fly,af17bc3b,https://static.arasaac.org/pictograms/2478/2478_500.png,omnivorous|insect|oviparous|flying animal,animal|omnivorous|invertebrate|arthropod|insect|oviparous|flying animal
2479,mosquito,f0fee565,https://static.arasaac.org/pictograms/2479/2479_500.png,omnivorous|insect|oviparous|flying animal|core vocabulary-living being,animal|omnivorous|invertebrate|arthropod|insect|oviparous|flying animal|core vocabulary
2480,motorbike|motorcycle,f0fcdace,https://static.arasaac.org/pictograms/2480/2480_500.png,land transport,movement|traffic|mode of transport|land transport
2482,doll,268a155a,https://static.arasaac.org/pictograms/2482/2482_500.png,toy,leisure|toy
2483,orange,fe01d67a,https://static.arasaac.org/pictograms/2483/2483_500.png,fruit|core vocabulary-feeding|food,feeding|food|plant-based food|fruit|core vocabulary
2484,girl|kid|little girl,a6a48ed0,https://static.arasaac.org/pictograms/2484/2484_500.png,child,person|child
2485,boy|child,3cc0a326,https://static.arasaac.org/pictograms/2485/2485_500.png,child,person|child
2486,smell|sniff,c6f06d66,https://static.arasaac.org/pictograms/2486/2486_500.png,verb|senses,communication|language|verb|human body|physiology|human physiology|senses
2487,computer|personal computer|PC,0cef9b08,https://static.arasaac.org/pictograms/2487/2487_500.png,electrical appliance|hardware,object|appliance|electrical appliance|home|computing|hardware
2488,bear,893b56e3,https://static.arasaac.org/pictograms/2488/2488_500.png,omnivorous|mammal|viviparous|terrestrial animal|wild animal|core vocabulary-living being,animal|omnivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|core vocabulary
2489,sheep|lamb,030fa17f,https://static.arasaac.org/pictograms/2489/2489_500.png,herbivorous|mammal|terrestrial animal|viviparous|cattle farming|domestic animal|core vocabulary-living being|core vocabulary-work,animal|herbivorous|vertebrate|mammal|terrestrial animal|viviparous|work|primary sector|cattle farming|domestic|core vocabulary
2490,bird,abaecf8c,https://static.arasaac.org/pictograms/2490/2490_500.png,herbivorous|bird|oviparous|flying animal|core vocabulary-living being,animal|herbivorous|vertebrate|bird|oviparous|flying animal|core vocabulary
2492,paddle,a13afceb,https://static.arasaac.org/pictograms/2492/2492_500.png,sport material,leisure|sport|sport material
2493,pigeon,b9e6ed3f,https://static.arasaac.org/pictograms/2493/2493_500.png,herbivorous|bird|oviparous|flying animal,animal|herbivorous|vertebrate|bird|oviparous|flying animal
2494,bread|bread stick|French bread|baguette,e99e54c6,https://static.arasaac.org/pictograms/2494/2494_500.png,ultra-processed food|core vocabulary-feeding,feeding|food|ultra-processed food|core vocabulary
2495,tambourine,6986aed9,https://static.arasaac.org/pictograms/2495/2495_500.png,percussion instrument|christmas,music|musical instrument|percussion instrument|event|popular event|christmas
2496,kitchen cloth|dishtowel|tea towel|drying-up cloth,9f3c130a,https://static.arasaac.org/pictograms/2496/2496_500.png,trousseau,object|household|trousseau|home
2497,father,0de959be,https://static.arasaac.org/pictograms/2497/2497_500.png,family,person|family
2498,litter basket|litter bin|litterbin,48abd4aa,https://static.arasaac.org/pictograms/2498/2498_500.png,street furniture|playground,urban area|street furniture|place|facility|recreational facility|leisure|playground
2499,stop|bus stop,c17bb57d,https://static.arasaac.org/pictograms/2499/2499_500.png,street furniture|mode of transport,urban area|street furniture|movement|traffic|mode of transport
2500,umbrella,b74012a0,https://static.arasaac.org/pictograms/2500/2500_500.png,accessories|core vocabulary-object,object|fashion|accessories|core vocabulary
2501,ludo|parchisi|parcheesi|pachisi,b2d16f8d,https://static.arasaac.org/pictograms/2501/2501_500.png,board game,leisure|game|board game
2502,cake|chocolate cake,c8a66f00,https://static.arasaac.org/pictograms/2502/2502_500.png,baking|core vocabulary-feeding,feeding|food|ultra-processed food|dessert|baking|core vocabulary
